event_token,event_span,doc_id,source_MATRES,source_TBD,source_OneIE,type,has_relations_TBD,events_AFTER_TBD,has_relations_MATRES,events_AFTER_MATRES
sleeping,[8637:8645),20413485,1,1,0,--,1,"['[8443:8451)', '[8748:8756)', '[8794:8798)', '[8805:8811)', '[8822:8830)', '[8886:8894)']",1,"['[7800:7807)', '[8262:8268)', '[8310:8318)', '[8368:8378)', '[8443:8451)', '[8490:8494)', '[8509:8513)', '[8748:8756)', '[8794:8798)', '[8805:8811)', '[8886:8894)', '[9307:9311)', '[9458:9462)']"
started,[8681:8688),20413485,1,1,0,--,1,"['[8443:8451)', '[8748:8756)', '[8794:8798)', '[8805:8811)', '[8822:8830)', '[8886:8894)']",1,"['[7800:7807)', '[8262:8268)', '[8310:8318)', '[8443:8451)', '[8490:8494)', '[8509:8513)', '[8748:8756)', '[8794:8798)', '[8805:8811)', '[8886:8894)', '[9307:9311)', '[9458:9462)']"
left,[8705:8709),20413485,1,1,1,Movement:Transport,1,"['[8443:8451)', '[8748:8756)', '[8794:8798)', '[8805:8811)']",1,"['[8443:8451)', '[8748:8756)']"
reported,[8748:8756),20413485,1,1,0,--,0,[],0,[]
shot,[8794:8798),20413485,1,1,1,Conflict:Attack,1,"['[8576:8584)', '[8805:8811)', '[8822:8830)', '[8886:8894)', '[8983:8989)', '[9315:9319)']",1,"['[8310:8318)', '[8443:8451)', '[8576:8584)', '[8616:8623)', '[8705:8709)', '[8805:8811)', '[8886:8894)', '[9307:9311)', '[9458:9462)']"
caught,[8805:8811),20413485,1,1,0,--,0,[],1,"['[8443:8451)', '[8576:8584)', '[8748:8756)']"
checking,[8886:8894),20413485,1,1,0,--,0,[],1,"['[8443:8451)', '[8576:8584)', '[8616:8623)', '[8705:8709)', '[8748:8756)']"
taken,[9128:9133),20413485,1,1,1,Transaction:Transfer-Ownership,1,"['[9204:9213)', '[9237:9246)', '[9247:9251)', '[9272:9280)', '[9307:9311)', '[9315:9319)', '[9342:9347)', '[9415:9422)', '[9458:9462)', '[9473:9479)', '[9519:9526)', '[9582:9589)']",1,"['[8443:8451)', '[8576:8584)', '[8748:8756)', '[8805:8811)', '[9204:9213)', '[9237:9246)', '[9272:9280)', '[9307:9311)', '[9342:9347)', '[9378:9385)', '[9415:9422)', '[9458:9462)', '[9519:9526)', '[9582:9589)']"
held,[9183:9187),20413485,1,1,0,--,1,"['[9204:9213)', '[9237:9246)', '[9247:9251)', '[9272:9280)', '[9307:9311)', '[9315:9319)', '[9342:9347)', '[9415:9422)', '[9458:9462)', '[9473:9479)', '[9519:9526)', '[9582:9589)']",1,"['[8748:8756)', '[9204:9213)', '[9237:9246)', '[9272:9280)', '[9307:9311)', '[9342:9347)', '[9378:9385)', '[9415:9422)', '[9458:9462)', '[9519:9526)', '[9582:9589)', '[9963:9972)']"
evacuated,[9204:9213),20413485,1,1,1,Movement:Transport,1,"['[9307:9311)', '[9315:9319)', '[9415:9422)', '[9458:9462)', '[9473:9479)']",1,"['[8748:8756)', '[9307:9311)', '[9342:9347)', '[9378:9385)', '[9415:9422)', '[9458:9462)', '[9519:9526)', '[9582:9589)']"
exchanged,[9237:9246),20413485,1,1,0,--,1,"['[9307:9311)', '[9315:9319)', '[9342:9347)', '[9415:9422)', '[9458:9462)', '[9473:9479)', '[9519:9526)']",1,"['[9307:9311)', '[9378:9385)', '[9415:9422)', '[9458:9462)']"
wounding,[9272:9280),20413485,1,1,1,Life:Injure,1,"['[9307:9311)', '[9315:9319)', '[9342:9347)', '[9415:9422)', '[9458:9462)', '[9473:9479)', '[9519:9526)', '[9582:9589)']",1,"['[9307:9311)', '[9378:9385)', '[9415:9422)', '[9458:9462)', '[9519:9526)']"
told,[9307:9311),20413485,1,1,0,--,1,"['[9342:9347)', '[9415:9422)', '[9458:9462)', '[9473:9479)', '[9519:9526)']",1,"['[9378:9385)', '[9415:9422)', '[9458:9462)', '[9519:9526)']"
threw,[9342:9347),20413485,1,1,1,Conflict:Attack,1,"['[9315:9319)', '[9415:9422)', '[9458:9462)', '[9473:9479)', '[9519:9526)', '[9582:9589)']",1,"['[8748:8756)', '[9272:9280)', '[9307:9311)', '[9415:9422)', '[9458:9462)', '[9519:9526)', '[9582:9589)', '[9797:9803)', '[9963:9972)', '[9996:10002)']"
causing,[9378:9385),20413485,1,0,0,--,0,[],1,['[9458:9462)']
arrived,[9415:9422),20413485,1,1,1,Movement:Transport,0,[],1,['[9519:9526)']
took,[9458:9462),20413485,1,1,0,--,0,[],1,"['[9797:9803)', '[9963:9972)']"
rescued,[9519:9526),20413485,1,1,0,--,1,"['[9415:9422)', '[9458:9462)', '[9473:9479)', '[9582:9589)', '[9612:9618)']",1,"['[9458:9462)', '[9582:9589)', '[9797:9803)', '[9963:9972)', '[9996:10002)', '[10054:10058)']"
stormed,[9582:9589),20413485,1,1,1,Conflict:Attack,1,"['[9473:9479)', '[9715:9721)', '[9797:9803)', '[9963:9972)']",1,"['[9307:9311)', '[9378:9385)', '[9415:9422)', '[9458:9462)', '[9797:9803)', '[9893:9901)', '[9963:9972)', '[9996:10002)', '[10054:10058)']"
covered,[9651:9658),20413485,1,1,0,--,1,"['[9715:9721)', '[9797:9803)']",1,"['[9797:9803)', '[9893:9901)', '[9963:9972)', '[9996:10002)', '[10054:10058)']"
positioned,[9670:9680),20413485,1,1,0,--,1,"['[9715:9721)', '[9797:9803)', '[9893:9901)', '[9963:9972)', '[10054:10058)']",1,"['[9797:9803)', '[9963:9972)', '[9996:10002)', '[10054:10058)']"
killed,[9797:9803),20413485,1,1,1,Life:Die,1,"['[9893:9901)', '[9963:9972)', '[9996:10002)', '[10054:10058)', '[10183:10192)']",1,"['[9963:9972)', '[9996:10002)', '[10054:10058)', '[10183:10192)', '[10397:10404)', '[10483:10490)']"
murdered,[9893:9901),20413485,1,1,1,Life:Die,1,"['[9963:9972)', '[9996:10002)', '[10054:10058)', '[10183:10192)', '[10217:10225)', '[10239:10246)', '[10397:10404)', '[10483:10490)', '[10508:10515)', '[10557:10563)']",1,"['[9458:9462)', '[9797:9803)', '[9963:9972)', '[9996:10002)', '[10054:10058)', '[10183:10192)', '[10397:10404)', '[10483:10490)', '[10508:10515)', '[10557:10563)']"
According,[9963:9972),20413485,1,1,0,--,0,[],0,[]
picked,[9996:10002),20413485,1,1,0,--,0,[],0,[]
told,[10054:10058),20413485,1,1,0,--,0,[],0,[]
indicated,[10183:10192),20413485,1,1,0,--,0,[],1,"['[9963:9972)', '[9996:10002)', '[10397:10404)', '[10483:10490)']"
tortured,[10217:10225),20413485,1,1,1,Life:Injure,1,"['[9963:9972)', '[9996:10002)', '[10054:10058)', '[10239:10246)', '[10265:10275)', '[10397:10404)', '[10425:10434)', '[10483:10490)', '[10508:10515)', '[10557:10563)', '[10637:10643)', '[10655:10661)', '[10695:10698)', '[10776:10782)', '[10826:10830)']",1,"['[9963:9972)', '[9996:10002)', '[10054:10058)', '[10397:10404)', '[10483:10490)', '[10508:10515)', '[10557:10563)']"
surrounded,[10265:10275),20413485,1,1,0,--,1,"['[10183:10192)', '[10397:10404)', '[10483:10490)', '[10508:10515)', '[10557:10563)', '[10637:10643)']",1,"['[9963:9972)', '[9996:10002)', '[10054:10058)', '[10183:10192)', '[10397:10404)', '[10483:10490)', '[10508:10515)', '[10557:10563)', '[10637:10643)']"
emerged,[10397:10404),20413485,1,1,0,--,0,[],1,"['[9963:9972)', '[9996:10002)', '[10054:10058)', '[10826:10830)', '[10876:10880)']"
receiving,[10425:10434),20413485,1,1,0,--,1,"['[10508:10515)', '[10557:10563)']",1,"['[9963:9972)', '[9996:10002)', '[10054:10058)', '[10183:10192)', '[10508:10515)', '[10557:10563)', '[10637:10643)', '[10776:10782)', '[10826:10830)', '[10876:10880)']"
blocked,[10483:10490),20413485,1,1,0,--,1,"['[10508:10515)', '[10557:10563)', '[10637:10643)']",1,"['[9963:9972)', '[10508:10515)', '[10557:10563)', '[10637:10643)', '[10776:10782)', '[10826:10830)', '[10876:10880)']"
stormed,[10508:10515),20413485,1,1,1,Conflict:Attack,1,['[10637:10643)'],1,"['[9963:9972)', '[9996:10002)', '[10183:10192)', '[10397:10404)', '[10637:10643)', '[10776:10782)', '[10826:10830)', '[10876:10880)', '[10937:10944)']"
killed,[10557:10563),20413485,1,1,1,Life:Die,1,"['[10637:10643)', '[10655:10661)', '[10695:10698)', '[10733:10739)', '[10776:10782)', '[10826:10830)', '[10891:10897)', '[10937:10944)']",1,"['[9963:9972)', '[9996:10002)', '[10183:10192)', '[10397:10404)', '[10637:10643)', '[10776:10782)', '[10826:10830)', '[10876:10880)', '[10937:10944)', '[11000:11007)']"
killed,[10637:10643),20413485,1,1,1,Life:Die,1,"['[10776:10782)', '[10826:10830)', '[10891:10897)', '[10937:10944)']",1,"['[9963:9972)', '[9996:10002)', '[10183:10192)', '[10397:10404)', '[10776:10782)', '[10826:10830)', '[10876:10880)', '[10937:10944)', '[11000:11007)', '[11069:11076)', '[11225:11229)']"
hit,[10695:10698),20413485,1,1,1,Conflict:Attack,1,"['[10397:10404)', '[10508:10515)', '[10776:10782)', '[10826:10830)', '[10876:10880)', '[10891:10897)', '[10937:10944)', '[11000:11007)', '[11225:11229)']",1,"['[9963:9972)', '[9996:10002)', '[10183:10192)', '[10397:10404)', '[10483:10490)', '[10508:10515)', '[10557:10563)', '[10776:10782)', '[10826:10830)', '[10876:10880)', '[10937:10944)', '[11000:11007)', '[11069:11076)', '[11225:11229)']"
killed,[10776:10782),20413485,1,1,1,Life:Die,1,"['[10826:10830)', '[10876:10880)', '[10891:10897)', '[10937:10944)', '[11000:11007)']",1,"['[10397:10404)', '[10826:10830)', '[10876:10880)', '[10937:10944)', '[11000:11007)', '[11069:11076)', '[11225:11229)', '[11287:11293)']"
took,[10826:10830),20413485,1,1,0,--,1,['[10937:10944)'],1,"['[10937:10944)', '[11000:11007)', '[11069:11076)', '[11225:11229)', '[11287:11293)']"
took,[10876:10880),20413485,1,1,0,--,1,['[10937:10944)'],1,"['[10937:10944)', '[11225:11229)', '[11287:11293)']"
rescued,[10937:10944),20413485,1,1,0,--,1,"['[10891:10897)', '[11000:11007)', '[11225:11229)']",1,"['[11225:11229)', '[11287:11293)']"
stormed,[11000:11007),20413485,1,1,0,--,1,"['[10891:10897)', '[11225:11229)', '[11287:11293)']",1,"['[10876:10880)', '[10937:10944)', '[11225:11229)', '[11287:11293)']"
covered,[11069:11076),20413485,1,1,0,--,1,['[11225:11229)'],0,[]
roped,[11199:11204),20413485,1,1,0,--,1,"['[11338:11345)', '[11590:11598)']",1,"['[11449:11457)', '[11666:11675)']"
died,[11225:11229),20413485,1,1,0,--,1,"['[11338:11345)', '[11590:11598)']",1,"['[11338:11345)', '[11449:11457)', '[11498:11505)', '[11538:11545)', '[11666:11675)']"
killed,[11287:11293),20413485,1,1,0,--,1,"['[11338:11345)', '[11449:11457)', '[11498:11505)', '[11590:11598)', '[11666:11675)']",1,"['[11338:11345)', '[11449:11457)', '[11498:11505)', '[11538:11545)', '[11590:11598)', '[11666:11675)']"
secured,[11338:11345),20413485,1,1,0,--,1,['[11590:11598)'],1,"['[11449:11457)', '[11498:11505)', '[11538:11545)', '[11590:11598)', '[11666:11675)', '[11794:11802)', '[11933:11942)', '[12017:12026)']"
believed,[11449:11457),20413485,1,1,0,--,0,[],1,"['[11666:11675)', '[11794:11802)', '[11933:11942)']"
cleared,[11498:11505),20413485,1,1,0,--,1,"['[11666:11675)', '[11749:11754)', '[11767:11776)', '[11794:11802)', '[11895:11904)', '[11933:11942)', '[11989:11996)']",1,"['[11666:11675)', '[11794:11802)', '[11933:11942)', '[12017:12026)']"
leading,[11538:11545),20413485,1,1,0,--,1,['[11666:11675)'],1,"['[11666:11675)', '[11794:11802)', '[11933:11942)', '[11989:11996)', '[12017:12026)']"
removing,[11590:11598),20413485,1,1,0,--,1,['[11666:11675)'],1,"['[11666:11675)', '[11794:11802)', '[11933:11942)', '[12017:12026)']"
killed,[11615:11621),20413485,1,1,0,--,1,"['[11666:11675)', '[11749:11754)', '[11767:11776)', '[11794:11802)', '[11855:11862)', '[11895:11904)', '[11933:11942)', '[11989:11996)', '[12017:12026)', '[12034:12044)', '[12069:12076)', '[12211:12217)']",1,"['[11225:11229)', '[11287:11293)', '[11338:11345)', '[11666:11675)', '[11794:11802)', '[11855:11862)', '[11933:11942)', '[11989:11996)', '[12017:12026)', '[12069:12076)', '[12211:12217)']"
indicated,[11666:11675),20413485,1,1,0,--,0,[],1,['[12017:12026)']
reported,[11794:11802),20413485,1,1,0,--,1,"['[11666:11675)', '[11895:11904)']",1,"['[11666:11675)', '[11933:11942)', '[11989:11996)', '[12017:12026)', '[12069:12076)']"
arising,[11855:11862),20413485,1,1,0,--,1,['[11895:11904)'],1,"['[11666:11675)', '[11933:11942)', '[11989:11996)', '[12017:12026)', '[12069:12076)']"
completed,[11933:11942),20413485,1,1,0,--,1,"['[12069:12076)', '[12211:12217)']",1,"['[11666:11675)', '[12069:12076)', '[12211:12217)', '[12557:12566)']"
killing,[11989:11996),20413485,1,1,0,--,1,"['[12069:12076)', '[12211:12217)']",1,"['[11666:11675)', '[12069:12076)', '[12211:12217)', '[12557:12566)']"
resulting,[12017:12026),20413485,1,1,0,--,1,"['[12069:12076)', '[12211:12217)']",1,['[12557:12566)']
rescued,[12069:12076),20413485,1,1,0,--,1,['[12211:12217)'],1,"['[12017:12026)', '[12211:12217)', '[12557:12566)']"
seized,[12211:12217),20413485,1,1,0,--,0,[],1,"['[12017:12026)', '[12398:12405)', '[12444:12448)', '[12557:12566)', '[12687:12694)', '[12808:12818)']"
planned,[12327:12334),20413485,1,1,0,--,1,"['[12557:12566)', '[12687:12694)', '[12808:12818)']",1,"['[11666:11675)', '[11933:11942)', '[11989:11996)', '[12017:12026)', '[12069:12076)', '[12211:12217)', '[12557:12566)', '[12576:12583)', '[12588:12596)', '[12687:12694)', '[12808:12818)', '[13098:13103)']"
directed,[12339:12347),20413485,1,1,0,--,1,"['[12211:12217)', '[12557:12566)', '[12687:12694)', '[12808:12818)']",1,"['[12017:12026)', '[12211:12217)', '[12557:12566)', '[12687:12694)', '[12808:12818)']"
carried,[12398:12405),20413485,1,1,0,--,1,"['[12557:12566)', '[12687:12694)', '[12808:12818)']",1,"['[12557:12566)', '[12687:12694)', '[12808:12818)']"
sent,[12444:12448),20413485,1,1,1,Movement:Transport,1,"['[12557:12566)', '[12687:12694)', '[12808:12818)']",1,"['[12557:12566)', '[12687:12694)', '[12808:12818)', '[13098:13103)']"
confirmed,[12557:12566),20413485,1,1,0,--,0,[],0,[]
plotted,[12576:12583),20413485,1,1,0,--,1,"['[12687:12694)', '[12714:12722)', '[12808:12818)']",1,"['[12398:12405)', '[12687:12694)', '[12808:12818)', '[13098:13103)']"
financed,[12588:12596),20413485,1,1,0,--,1,"['[12687:12694)', '[12714:12722)', '[12808:12818)']",1,"['[12398:12405)', '[12444:12448)', '[12687:12694)', '[12808:12818)', '[13098:13103)', '[13240:13245)']"
charged,[12687:12694),20413485,1,1,1,Justice:Charge-Indict,0,[],1,"['[12557:12566)', '[12808:12818)', '[13098:13103)', '[13240:13245)']"
arrested,[12714:12722),20413485,1,1,1,Justice:Arrest-Jail,1,"['[12557:12566)', '[12808:12818)', '[12887:12898)', '[12906:12910)', '[12958:12968)', '[13024:13032)', '[13098:13103)', '[13240:13245)']",1,"['[12017:12026)', '[12398:12405)', '[12444:12448)', '[12557:12566)', '[12576:12583)', '[12588:12596)', '[12808:12818)', '[13098:13103)', '[13240:13245)', '[13401:13407)']"
executing,[12748:12757),20413485,1,1,0,--,1,"['[12557:12566)', '[12808:12818)', '[13098:13103)']",1,"['[12557:12566)', '[12808:12818)', '[13098:13103)', '[13240:13245)']"
identified,[12808:12818),20413485,1,1,0,--,0,[],1,"['[12557:12566)', '[13098:13103)', '[13240:13245)']"
identified,[12958:12968),20413485,1,1,0,--,0,[],1,"['[12808:12818)', '[13098:13103)', '[13240:13245)', '[13401:13407)']"
arrested,[13024:13032),20413485,1,1,1,Justice:Arrest-Jail,1,"['[13240:13245)', '[13401:13407)']",1,"['[12557:12566)', '[12687:12694)', '[12808:12818)', '[12958:12968)', '[13240:13245)', '[13305:13313)', '[13401:13407)']"
found,[13098:13103),20413485,1,1,0,--,0,[],1,"['[13240:13245)', '[13401:13407)']"
involved,[13117:13125),20413485,1,1,0,--,1,"['[13240:13245)', '[13401:13407)']",1,"['[12808:12818)', '[13240:13245)', '[13401:13407)', '[13736:13744)']"
found,[13240:13245),20413485,1,1,0,--,0,[],1,"['[13401:13407)', '[13736:13744)', '[13798:13803)']"
made,[13254:13258),20413485,1,1,0,--,1,"['[13098:13103)', '[13401:13407)', '[13748:13754)']",1,"['[12557:12566)', '[12687:12694)', '[12808:12818)', '[12958:12968)', '[13024:13032)', '[13098:13103)', '[13401:13407)', '[13544:13552)', '[13704:13713)', '[13736:13744)', '[13798:13803)', '[13901:13907)', '[14041:14047)']"
gathered,[13305:13313),20413485,1,1,0,--,1,"['[13098:13103)', '[13401:13407)', '[13748:13754)']",1,"['[12557:12566)', '[12808:12818)', '[13098:13103)', '[13401:13407)', '[13544:13552)', '[13704:13713)', '[13736:13744)', '[13798:13803)', '[14041:14047)']"
issued,[13401:13407),20413485,1,1,0,--,0,[],1,"['[13736:13744)', '[13798:13803)']"
believed,[13544:13552),20413485,1,1,0,--,1,"['[13748:13754)', '[13762:13775)']",1,"['[13240:13245)', '[13401:13407)', '[13704:13713)', '[13736:13744)', '[13798:13803)', '[13901:13907)', '[14041:14047)', '[14139:14145)']"
helped,[13590:13596),20413485,1,1,0,--,1,"['[13704:13713)', '[13736:13744)', '[13748:13754)', '[13762:13775)', '[13798:13803)', '[13850:13855)', '[14139:14145)']",1,"['[13704:13713)', '[13736:13744)', '[13798:13803)', '[13901:13907)', '[14041:14047)', '[14139:14145)']"
condemned,[13704:13713),20413485,1,1,0,--,1,"['[13748:13754)', '[13762:13775)']",1,"['[13736:13744)', '[13798:13803)', '[13901:13907)', '[14041:14047)', '[14139:14145)', '[14472:14476)']"
promised,[13736:13744),20413485,1,1,0,--,0,[],1,"['[13901:13907)', '[14041:14047)', '[14139:14145)', '[14472:14476)']"
vowed,[13798:13803),20413485,1,1,0,--,0,[],1,"['[13901:13907)', '[14041:14047)', '[14139:14145)', '[14472:14476)']"
denied,[13901:13907),20413485,1,1,0,--,0,[],1,"['[14139:14145)', '[14284:14292)', '[14472:14476)']"
blaming,[13958:13965),20413485,1,1,0,--,1,['[14139:14145)'],1,"['[13544:13552)', '[13704:13713)', '[13736:13744)', '[13798:13803)', '[14139:14145)', '[14202:14212)', '[14284:14292)', '[14472:14476)']"
saying,[14041:14047),20413485,1,1,0,--,1,['[14139:14145)'],1,"['[14139:14145)', '[14472:14476)']"
agreed,[14139:14145),20413485,1,1,0,--,0,[],1,['[14472:14476)']
registered,[14202:14212),20413485,1,1,0,--,0,[],1,"['[13736:13744)', '[13901:13907)', '[14041:14047)', '[14284:14292)', '[14472:14476)', '[14754:14759)', '[14829:14838)', '[14985:14989)', '[15114:15118)']"
supplied,[14284:14292),20413485,1,1,0,--,0,[],1,"['[14041:14047)', '[14139:14145)', '[14472:14476)', '[14754:14759)', '[14829:14838)', '[14985:14989)', '[15114:15118)']"
said,[14472:14476),20413485,1,1,0,--,0,[],1,"['[14754:14759)', '[14829:14838)', '[14842:14850)', '[14985:14989)', '[15114:15118)']"
arrested,[14654:14662),20413485,1,1,1,Justice:Arrest-Jail,1,['[14935:14948)'],1,"['[14472:14476)', '[14829:14838)', '[14842:14850)', '[14985:14989)', '[15013:15023)', '[15114:15118)', '[15362:15370)']"
put,[14707:14710),20413485,1,1,0,--,1,"['[14842:14850)', '[14935:14948)', '[15034:15046)']",1,"['[14472:14476)', '[14829:14838)', '[14842:14850)', '[14985:14989)', '[15013:15023)', '[15114:15118)', '[15362:15370)', '[15391:15398)']"
found,[14754:14759),20413485,1,1,0,--,1,['[14935:14948)'],1,"['[14829:14838)', '[14842:14850)', '[14985:14989)', '[15013:15023)', '[15114:15118)', '[15362:15370)']"
continued,[14829:14838),20413485,1,0,0,--,0,[],1,"['[14985:14989)', '[15114:15118)', '[15362:15370)', '[15391:15398)']"
complain,[14842:14850),20413485,1,1,0,--,0,[],1,"['[14985:14989)', '[15114:15118)', '[15362:15370)']"
said,[14985:14989),20413485,1,1,0,--,0,[],1,"['[15114:15118)', '[15362:15370)', '[15391:15398)']"
preventing,[15013:15023),20413485,1,1,0,--,0,[],1,"['[14829:14838)', '[14842:14850)', '[15114:15118)', '[15362:15370)', '[15391:15398)']"
said,[15114:15118),20413485,1,1,0,--,0,[],0,[]
gained,[15306:15312),20413485,1,1,0,--,1,"['[14985:14989)', '[15114:15118)', '[15153:15159)', '[15391:15398)']",1,"['[14829:14838)', '[14842:14850)', '[14985:14989)', '[15114:15118)', '[15391:15398)', '[15549:15557)', '[15676:15683)']"
released,[15362:15370),20413485,1,1,0,--,1,['[15391:15398)'],1,"['[15114:15118)', '[15391:15398)', '[15549:15557)', '[15676:15683)']"
alleged,[15391:15398),20413485,1,1,0,--,0,[],1,"['[15114:15118)', '[15549:15557)', '[15676:15683)']"
provided,[15445:15453),20413485,1,1,0,--,1,['[15362:15370)'],1,"['[14829:14838)', '[14842:14850)', '[14985:14989)', '[15114:15118)', '[15306:15312)', '[15362:15370)', '[15549:15557)', '[15676:15683)', '[15717:15721)', '[15882:15890)', '[15953:15962)']"
providing,[15481:15490),20413485,1,1,0,--,1,"['[15362:15370)', '[15549:15557)']",1,"['[14829:14838)', '[14842:14850)', '[14985:14989)', '[15114:15118)', '[15362:15370)', '[15549:15557)', '[15676:15683)', '[15717:15721)', '[15882:15890)', '[15953:15962)']"
included,[15549:15557),20413485,1,1,0,--,0,[],1,"['[15114:15118)', '[15676:15683)']"
alleged,[15676:15683),20413485,1,1,0,--,0,[],1,"['[15882:15890)', '[15953:15962)']"
done,[15717:15721),20413485,1,0,0,--,0,[],1,"['[15114:15118)', '[15362:15370)', '[15391:15398)', '[15549:15557)', '[15882:15890)', '[15953:15962)']"
accepted,[15882:15890),20413485,1,1,0,--,0,[],1,['[15953:15962)']
According,[15953:15962),20413485,1,1,0,--,0,[],0,[]
travelled,[15996:16005),20413485,1,1,1,Movement:Transport,1,"['[15676:15683)', '[15781:15790)', '[15882:15890)', '[15921:15931)', '[15943:15950)', '[16180:16189)']",1,"['[14985:14989)', '[15114:15118)', '[15362:15370)', '[15391:15398)', '[15549:15557)', '[15676:15683)', '[15717:15721)', '[15882:15890)', '[16180:16189)', '[16217:16224)', '[16432:16439)']"
hijacked,[16061:16069),20413485,1,1,0,--,1,"['[15781:15790)', '[15882:15890)', '[16180:16189)']",1,"['[15549:15557)', '[15676:15683)', '[15882:15890)', '[16217:16224)']"
killed,[16106:16112),20413485,1,1,1,Life:Die,1,"['[15781:15790)', '[15882:15890)', '[16180:16189)']",1,"['[15549:15557)', '[15676:15683)', '[15882:15890)', '[16180:16189)', '[16217:16224)', '[16432:16439)']"
forced,[16136:16142),20413485,1,1,0,--,1,"['[15781:15790)', '[15882:15890)', '[16180:16189)', '[16217:16224)', '[16313:16323)', '[16432:16439)', '[16510:16518)']",1,"['[15549:15557)', '[15676:15683)', '[15882:15890)', '[16180:16189)', '[16217:16224)', '[16416:16422)', '[16432:16439)']"
murdering,[16180:16189),20413485,1,1,1,Life:Die,0,[],0,[]
entered,[16217:16224),20413485,1,1,1,Movement:Transport,1,"['[15953:15962)', '[16158:16162)']",1,"['[15549:15557)', '[15676:15683)', '[15882:15890)', '[15953:15962)', '[16416:16422)', '[16432:16439)']"
imprisoned,[16313:16323),20413485,1,1,1,Justice:Arrest-Jail,1,"['[16416:16422)', '[16432:16439)', '[16510:16518)']",1,"['[15549:15557)', '[15676:15683)', '[15882:15890)', '[15953:15962)', '[16106:16112)', '[16136:16142)', '[16217:16224)', '[16416:16422)', '[16432:16439)', '[16626:16635)', '[16685:16693)', '[16751:16756)', '[16967:16973)', '[17118:17127)']"
stayed,[16416:16422),20413485,1,1,0,--,0,[],1,"['[15676:15683)', '[15882:15890)', '[15953:15962)', '[16626:16635)', '[16685:16693)', '[16751:16756)', '[16967:16973)', '[17118:17127)']"
trained,[16432:16439),20413485,1,1,0,--,1,['[16626:16635)'],1,"['[15953:15962)', '[16626:16635)', '[16685:16693)', '[16751:16756)', '[16967:16973)', '[17118:17127)']"
travelled,[16626:16635),20413485,1,1,0,--,0,[],1,"['[17187:17193)', '[17266:17275)']"
received,[16685:16693),20413485,1,0,0,--,0,[],1,"['[17187:17193)', '[17266:17275)']"
built,[16751:16756),20413485,1,0,0,--,0,[],1,"['[17187:17193)', '[17266:17275)', '[17406:17412)']"
scoping,[16820:16827),20413485,1,0,0,--,0,[],1,['[17187:17193)']
given,[16880:16885),20413485,1,1,1,Transaction:Transfer-Money,1,"['[17198:17205)', '[17223:17230)', '[17266:17275)']",1,"['[16432:16439)', '[17187:17193)', '[17266:17275)', '[17406:17412)', '[17492:17499)', '[17567:17575)']"
